part_number,manufacturer,category,description,availability,price,datasheet_url,product_url,capacitance_uF,voltage_V,tolerance_percent,price_jpy,stock,is_aluminum_electrolytic
EXV105M050A9BAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 50V 1uF 20%,27716 在庫,¥68.5,https://www.mouser.com/datasheet/3/72/1/EXV105M050A9BAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EXV105M050A9BAA?qs=87sMTGlwm57GuiZt7rQgSw%3D%3D,1.0,50.0,20.0,68.5,27716,True
EDH228M025S9TAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 25V 2200uF 20% AEC-Q200,2706 在庫,¥329.3,https://www.mouser.com/datasheet/3/508/1/KEM_A4049_EDH.pdf,https://www.mouser.jp/ProductDetail/KEMET/EDH228M025S9TAA?qs=E9QF1UCAUX50ohUxWC53%252BQ%3D%3D,2200.0,25.0,20.0,329.3,2706,True
ALS70A132KE500,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 500V 1300uF 20% 18000Hrs,93 在庫,"¥4,229.9",https://www.mouser.com/datasheet/3/72/1/KEM_A4075_ALS70_71.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS70A132KE500?qs=AQlKX63v8RswKN20NOlUsg%3D%3D,1300.0,500.0,20.0,4229.9,93,True
ALS70A243QT350,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 350V 24000uF 20% 20000Hrs,40 在庫,"¥27,051.5",https://www.mouser.com/datasheet/3/72/1/ALS70A243QT350.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS70A243QT350?qs=AQlKX63v8RubBRvKplS8Gg%3D%3D,24000.0,350.0,20.0,27051.5,40,True
ALS70A513NF100,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 100V 51000uF 20% 20000Hrs,65 在庫,"¥10,300",https://www.mouser.com/datasheet/3/72/1/ALS70A513NF100.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS70A513NF100?qs=AQlKX63v8RvblInItdyg3g%3D%3D,51000.0,100.0,20.0,10300.0,65,True
B43644C9227M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400VDC 220uF 20% PVC STD 6.3mm Term,2057 在庫,"¥1,361.1",,https://www.mouser.jp/ProductDetail/TDK/B43644C9227M000?qs=BZBei1rCqCAFD%252BucGDYo1g%3D%3D,220.0,400.0,20.0,1361.1,2057,True
MAL205858472E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 4700uF 63V 35x40mm,601 在庫,"¥3,002.5",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL205858472E3?qs=r0NmvwWPm2xBicKj%2F%252B9UYw%3D%3D,4700.0,63.0,,3002.5,601,True
EXV157M010A9HAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 10V 150uF 20%,9360 在庫,¥79.9,https://www.mouser.com/datasheet/3/72/1/EXV157M010A9HAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EXV157M010A9HAA?qs=E9QF1UCAUX7COvzq6kFuaw%3D%3D,150.0,10.0,20.0,79.9,9360,True
MAL213814103E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 10000uF 10V 20% Axial,2943 在庫,"¥1,318.7",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL213814103E3?qs=aJI9t0tCUiXqxDP2G%252BXWlQ%3D%3D,10000.0,10.0,20.0,1318.7,2943,True
MAL213815222E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 2200uF 16V 20% Axial,767 在庫,¥808.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL213815222E3?qs=cAZGeXF9iMojQtlvCNvWkw%3D%3D,2200.0,16.0,20.0,808.5,767,True
MAL212026102E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 1000uF 25V 20% Axial,950 在庫,"¥1,067.7",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL212026102E3?qs=%252BXAg%2Fou%2FU06wFrRp%252BegAqw%3D%3D,1000.0,25.0,20.0,1067.7,950,True
MAL213815332E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 3300uF 16V 20% Axial,801 在庫,¥963.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL213815332E3?qs=cAZGeXF9iMo9K4EnZUWnTg%3D%3D,3300.0,16.0,20.0,963.3,801,True
ESY108M010AH2EA,KEMET,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 10V 1000uF 105C 4k Hour Radial,13560 在庫,¥99.4,https://www.mouser.com/datasheet/3/72/1/ESY108M010AH2EA.pdf,https://www.mouser.jp/ProductDetail/KEMET/ESY108M010AH2EA?qs=w9hhVRgtvfn%252BxN5tAx5dEw%3D%3D,1000.0,10.0,,99.4,13560,True
PEH169KV6100QB4,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 40V 100kuF,107 在庫,"¥10,140.2",https://www.mouser.com/datasheet/3/72/1/KEM_A4035_PEH169_85C.pdf,https://www.mouser.jp/ProductDetail/KEMET/PEH169KV6100QB4?qs=%252BEew9%252B0nqrDcYx7DYWGJsQ%3D%3D,100.0,40.0,,10140.2,107,True
EEU-FS1C122LB,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 16VDC 1200uF 9000H 8x20mm,9899 在庫,¥146.7,,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FS1C122LB?qs=gt1LBUVyoHmQ1%252BC95E8BAw%3D%3D,1200.0,16.0,,146.7,9899,True
865080257014,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-ASLI 1000uF 10V 20% SMD/SMT,17720 在庫,¥161.4,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865080257014?qs=0KOYDY2FL2%2FeDzqqpY4biQ%3D%3D,1000.0,10.0,20.0,161.4,17720,True
EEV226M035A9DAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 35V 22uF 20% 1 Ohms,27890 在庫,¥50.5,https://www.mouser.com/datasheet/3/72/1/EEV226M035A9DAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EEV226M035A9DAA?qs=T9vdlufmP8wpha2Y2GgSnQ%3D%3D,22.0,35.0,20.0,50.5,27890,True
EEV337M6R3A9HAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 6.3V 330uF 20% 340 mOhms,17475 在庫,¥66.8,https://www.mouser.com/datasheet/3/72/1/EEV337M6R3A9HAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EEV337M6R3A9HAA?qs=T9vdlufmP8zFESz9iqhCaw%3D%3D,330.0,6.3,20.0,66.8,17475,True
ALS31A332MF350,KEMET,アルミニウム電解キャパシタ - ネジ端子,"アルミニウム電解キャパシタ - ネジ端子 3300uF, 20%, 350V",39 在庫,"¥9,418.1",https://www.mouser.com/datasheet/3/72/1/KEM_A4031_ALS30_31.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS31A332MF350?qs=qm6adh%2FEVlGWhysMyUanrQ%3D%3D,3300.0,350.0,20.0,9418.1,39,True
B43508A2337M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 200VDC 330uF 20% PVC STD 6.3mm Term,941 在庫,"¥1,105.1",https://www.mouser.com/catalog/specsheets/tdk_12142018_b43508-2013.pdf,https://www.mouser.jp/ProductDetail/TDK/B43508A2337M000?qs=qPUKiRLrJPHYoPKdQ2dv%2Fw%3D%3D,330.0,200.0,20.0,1105.1,941,True
MAL224699111E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 1000uF 50V 16x16x21 High Vibration,521 在庫,"¥1,000.8",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL224699111E3?qs=EAJhGnHnT01lRG8uq4STuQ%3D%3D,1000.0,50.0,,1000.8,521,True
MAL225747221E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 220uF 450V 25x45mm,534 在庫,"¥1,757.1",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL225747221E3?qs=xZ%2FP%252Ba9zWqbhMAI4tQniAQ%3D%3D,220.0,450.0,,1757.1,534,True
MAL225753471E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 470uF 250V 22x40mm,665 在庫,"¥1,295.9",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL225753471E3?qs=xZ%2FP%252Ba9zWqYjLt2L31hAOg%3D%3D,470.0,250.0,,1295.9,665,True
REF1625682M006B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 6.3V 6800uF 1625 20% Radial,574 在庫,¥370,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REF1625682M006B?qs=Y0Uzf4wQF3l8sp7SQ6vNkQ%3D%3D,6800.0,6.3,20.0,370.0,574,True
REH1625332M010B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 10V 3300uF 1625 20% Radial,458 在庫,¥342.3,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REH1625332M010B?qs=Y0Uzf4wQF3mbPhG7W%252BdwFg%3D%3D,3300.0,10.0,20.0,342.3,458,True
PEH534VCB3150M2,KEMET,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400V 150uf 105 deg C snap in,714 在庫,"¥1,639.8",https://www.mouser.com/datasheet/3/72/1/KEM_A4024_PEH534.pdf,https://www.mouser.jp/ProductDetail/KEMET/PEH534VCB3150M2?qs=lUGYs5V8Vy8rBUTyl3h58Q%3D%3D,150.0,400.0,,1639.8,714,True
MAL214230479E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 47 F 35V 5x11mm 105 C 2500h,8034 在庫,¥73.4,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214230479E3?qs=Ep9Lwju7gVrsF6EihHsYgw%3D%3D,47.0,35.0,,73.4,8034,True
B43544A9687M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400VDC 680uF 20% PVC STD 6.3mm Term,157 在庫,"¥2,269",,https://www.mouser.jp/ProductDetail/TDK/B43544A9687M000?qs=GG15fDrrStpzm4QPXwVeuA%3D%3D,680.0,400.0,20.0,2269.0,157,True
MAL214097801E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 47uF 63volts 20%,8576 在庫,¥438.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214097801E3?qs=aJI9t0tCUiX6FLONbyBiEQ%3D%3D,47.0,,20.0,438.5,8576,True
MAL211817331E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,"アルミ電解コンデンサ-アキシャルリード 330 F 40V 12,5x30mm 125 C 8000h",637 在庫,¥855.8,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL211817331E3?qs=pM1VCyfkp0ApkThxBoD87g%3D%3D,330.0,40.0,,855.8,637,True
ALC80A333DD025,KEMET,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 25V 33000uF 20% 8000Hrs,457 在庫,"¥1,929.9",https://www.mouser.com/datasheet/3/72/1/ALC80A333DD025.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALC80A333DD025?qs=PqoDHHvF649MvWktWwTuKw%3D%3D,33000.0,25.0,20.0,1929.9,457,True
MAL215946101E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 100uF 400V 22x35mm,702 在庫,"¥1,618.6",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215946101E3?qs=R62HgyKaTt%2FbE3%2FhX1m5tQ%3D%3D,100.0,400.0,,1618.6,702,True
EEE-FK1H330V,Panasonic,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 50VDC 33uF 20% Anti-Vibe AEC-Q200,3933 在庫,¥221.7,,https://www.mouser.jp/ProductDetail/Panasonic/EEE-FK1H330V?qs=PzGy0jfpSMsbJJROxDWV6A%3D%3D,33.0,50.0,20.0,221.7,3933,True
865080742009,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-ASLI 4.7uF 63V 20%,7711 在庫,¥37.5,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865080742009?qs=amGC7iS6iy%252BCtea%2FmDSI4w%3D%3D,4.7,63.0,20.0,37.5,7711,True
MAL214097403E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 220uF 10volts 20%,1788 在庫,¥397.7,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214097403E3?qs=aJI9t0tCUiVP9cSclwlNCQ%3D%3D,220.0,,20.0,397.7,1788,True
ALC70E153EL100,KEMET,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 100V 15000uF 20% 18000Hrs,720 在庫,"¥3,520.8",https://www.mouser.com/datasheet/3/72/1/ALC70E153EL100.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALC70E153EL100?qs=PqoDHHvF64%252BFU2DLItctPg%3D%3D,15000.0,100.0,20.0,3520.8,720,True
MAL214097112E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 330uF 50V 20%,7007 在庫,¥614.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214097112E3?qs=dEWVFCiHFQXVmHVk8SIHrA%3D%3D,330.0,50.0,20.0,614.5,7007,True
MAL214699711E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 330uF 80V 20%,1600 在庫,¥782.4,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214699711E3?qs=2cdrMlin3n1KriFJU37L3g%3D%3D,330.0,80.0,20.0,782.4,1600,True
EEU-FS1K681,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 80VDC 680uF 2500mA Polar,3868 在庫,¥466.2,https://www.mouser.com/catalog/specsheets/Panasonic_08082018_Capacitor Radial Leaded Lytic (EEU-FS) 020118.pdf,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FS1K681?qs=w%2Fv1CP2dgqqiLirv7I9Mpg%3D%3D,680.0,80.0,,466.2,3868,True
EEU-FS2A121L,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 100VDC 120uF 1200mA Polar,3485 在庫,¥231.5,https://www.mouser.com/catalog/specsheets/Panasonic_08082018_Capacitor Radial Leaded Lytic (EEU-FS) 020118.pdf,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FS2A121L?qs=w%2Fv1CP2dgqrR72m31SA07w%3D%3D,120.0,100.0,,231.5,3485,True
MAL204858101E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 100 F 63V 10x12mm 105 C 3000h,1993 在庫,¥251,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL204858101E3?qs=G99oyVYclWV1tjkeGJpt%252Bw%3D%3D,100.0,63.0,,251.0,1993,True
ALS30A473DE016,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 47000uF 16VDC 20%,161 在庫,"¥3,212.7",https://www.mouser.com/datasheet/3/72/1/KEM_A4031_ALS30_31.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS30A473DE016?qs=g8jvKo8sMA%2FlWhEgTIBp6Q%3D%3D,47000.0,16.0,20.0,3212.7,161,True
EXV336M050A9MAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 50V 33uF 20%,14149 在庫,¥50.5,https://www.mouser.com/datasheet/3/72/1/KEM_A4003_EXV.pdf,https://www.mouser.jp/ProductDetail/KEMET/EXV336M050A9MAA?qs=wPsQqg7%2Fyqe3X3Etek0%252Biw%3D%3D,33.0,50.0,20.0,50.5,14149,True
REF1625332M016B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 16V 3300uF 1625 20% Radial,355 在庫,¥317.9,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REF1625332M016B?qs=Y0Uzf4wQF3mhrf8qYGEmyA%3D%3D,3300.0,16.0,20.0,317.9,355,True
REH1620471M080B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 80V 470uF 1620 20% R adial,294 在庫,¥316.2,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REH1620471M080B?qs=Y0Uzf4wQF3kX0Rafm8KtMg%3D%3D,470.0,80.0,20.0,316.2,294,True
MAL205752221E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 220UF     200V,385 在庫,"¥1,442.6",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL205752221E3?qs=r0NmvwWPm2xUIWOSanGgDQ%3D%3D,220.0,200.0,,1442.6,385,True
ESK478M050AQ4AA,KEMET,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 50V 4700uF 85C 2k Hour Radial,2259 在庫,¥575.4,https://www.mouser.com/datasheet/3/72/1/KEM_A4004_ESK.pdf,https://www.mouser.jp/ProductDetail/KEMET/ESK478M050AQ4AA?qs=ic1jaF55hEkVcY%252By0aRNVw%3D%3D,4700.0,50.0,,575.4,2259,True
865080353015,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-ASLI 470uF 16V 20% SMD/SMT,8147 在庫,¥102.7,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865080353015?qs=0KOYDY2FL28FboDoWMk70w%3D%3D,470.0,16.0,20.0,102.7,8147,True
ALS70A163NP250,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 250V 16000uF 20% 20000Hrs,45 在庫,"¥12,880.3",https://www.mouser.com/datasheet/3/72/1/KEM_A4075_ALS70_71.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS70A163NP250?qs=AQlKX63v8RuYQYKFAilNXw%3D%3D,16000.0,250.0,20.0,12880.3,45,True
MAL205655103E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 10000UF    16V,893 在庫,"¥1,661",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL205655103E3?qs=r0NmvwWPm2xIw7Sz9GHugw%3D%3D,10000.0,16.0,,1661.0,893,True
EEE-FK1A330R,Panasonic,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 33UF 10V FK SMD,17548 在庫,¥70.1,,https://www.mouser.jp/ProductDetail/Panasonic/EEE-FK1A330R?qs=qE6bgDGEOCtNJABbXCamJA%3D%3D,33.0,10.0,,70.1,17548,True
MAL214097805E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 63V 10uF 20%,841 在庫,¥397.7,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214097805E3?qs=aJI9t0tCUiWbtUYLESreFg%3D%3D,10.0,63.0,20.0,397.7,841,True
MAL215919101E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 100uF 500V 20% 105C 5000H 22x40mm,694 在庫,"¥1,594.1",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215919101E3?qs=pHY8AWQbqINSy7W8mWdxcA%3D%3D,100.0,500.0,20.0,1594.1,694,True
EEV337M035A9PAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 35V 330uF 20% 80 mOhms,9542 在庫,¥141.8,https://www.mouser.com/datasheet/3/72/1/EEV337M035A9PAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EEV337M035A9PAA?qs=3cNQqI%2F0IQv3ptnzHUwpaQ%3D%3D,330.0,35.0,20.0,141.8,9542,True
MAL215933471E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 470uF 250V 25x40,415 在庫,"¥1,915.3",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215933471E3?qs=R62HgyKaTt%252BFK2w8OARACQ%3D%3D,470.0,250.0,,1915.3,415,True
EDK337M025A9PAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 25V 330uF 20%,13348 在庫,¥102.7,https://www.mouser.com/datasheet/3/72/1/EDK337M025A9PAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EDK337M025A9PAA?qs=E9QF1UCAUX7Id1kLpVfTLQ%3D%3D,330.0,25.0,20.0,102.7,13348,True
MAL216099803E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 100uF 63volts 150c 20% AEC-Q200,3873 在庫,¥557.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL216099803E3?qs=bUcvJdG3ZnG2lYP0oqkc%2Fw%3D%3D,100.0,,20.0,557.5,3873,True
MAL205657103E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 10000uF 40V 30x40mm,303 在庫,"¥2,559.1",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL205657103E3?qs=r0NmvwWPm2wAy%252BHwmZgj4A%3D%3D,10000.0,40.0,,2559.1,303,True
MAL205657223E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 22000uF 40V 35x50mm,478 在庫,"¥3,817.5",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL205657223E3?qs=r0NmvwWPm2yyfaCg8GxjCQ%3D%3D,22000.0,40.0,,3817.5,478,True
MAL214097602E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 100uF 25volts 20%,2199 在庫,¥397.7,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214097602E3?qs=aJI9t0tCUiW7mjVI24TXmw%3D%3D,100.0,,20.0,397.7,2199,True
EEU-FS2A151L,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 100VDC 150uF 1200mA Polar,3841 在庫,¥231.5,https://www.mouser.com/catalog/specsheets/Panasonic_08082018_Capacitor Radial Leaded Lytic (EEU-FS) 020118.pdf,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FS2A151L?qs=w%2Fv1CP2dgqqUqeIOJzs0Sw%3D%3D,150.0,100.0,,231.5,3841,True
MAL211834331E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 330uF 20% 10volts,1101 在庫,¥676.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL211834331E3?qs=pM1VCyfkp0BXMYM%2FHElSYQ%3D%3D,330.0,,20.0,676.5,1101,True
MAL214099013E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 470uF 20% 35volts,6112 在庫,¥658.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214099013E3?qs=Ep9Lwju7gVpSyLLi4Es4iQ%3D%3D,470.0,,20.0,658.5,6112,True
MAL203690113E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 50V 100uF 20%,4998 在庫,¥265.7,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL203690113E3?qs=4T%252B5yYZyZYc%2Fmq1TRMW2ww%3D%3D,100.0,50.0,20.0,265.7,4998,True
ESY188M063AN3AA,KEMET,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 63V 1800uF 105C 5k Hour Radial,1687 在庫,¥596.6,https://www.mouser.com/datasheet/3/72/1/KEM_A4007_ESY.pdf,https://www.mouser.jp/ProductDetail/KEMET/ESY188M063AN3AA?qs=lH1ILECabYkQWaTeo2kKUQ%3D%3D,1800.0,63.0,,596.6,1687,True
EEU-FK1A392,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 10VDC 3900uF 20% AEC-Q200,2700 在庫,¥309.7,,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FK1A392?qs=MNPzkKEzRtQNX1CNgtYxVA%3D%3D,3900.0,10.0,20.0,309.7,2700,True
EEU-FK1E222L,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 25VDC 2200uF 20% AEC-Q200,1477 在庫,¥492.3,,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FK1E222L?qs=MNPzkKEzRtTDsB6wlAKv2A%3D%3D,2200.0,25.0,20.0,492.3,1477,True
EEU-FK1E821S,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 820UF    25V,2790 在庫,¥308.1,,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FK1E821S?qs=MNPzkKEzRtQDD8sbgDLJsg%3D%3D,820.0,25.0,,308.1,2790,True
EEU-FK1E332S,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 25VDC 3300uF 20% AEC-Q200,1484 在庫,¥531.4,,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FK1E332S?qs=pS7DO38vtXlVeo5fP7Savg%3D%3D,3300.0,25.0,20.0,531.4,1484,True
EEU-FK1C332L,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 16VDC 3300uF 20% AEC-Q200,1646 在庫,¥386.3,,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FK1C332L?qs=u16ybLDytRY4tNowA37aow%3D%3D,3300.0,16.0,20.0,386.3,1646,True
